1.0,4.0,3.75,3.333333333,2.5,4.0,2.75,3.388888889,11.0,190.0,4.0,7.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,4.0,25.0,0.0,0.0,1.0,1.0,16.0,323.0,24.0,89.80952501,1.0,1.0
2.0,2.0,2.25,2.0,2.5,2.333333333,1.0,2.013888889,24.0,180.0,0.0,5.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,1.0,0.0,1.0,21.0,407.0,36.0,89.95237947,1.0,1.0
3.0,4.0,3.0,4.0,3.5,3.666666667,2.75,3.486111111,12.0,170.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,6.0,36.0,0.0,0.0,1.0,0.0,12.0,305.0,19.0,75.0,1.0,1.0
4.0,3.75,3.75,3.666666667,3.5,3.666666667,3.25,3.597222222,28.0,170.0,15.0,9.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,4.0,31.0,0.0,0.0,1.0,0.0,14.0,246.0,35.0,81.14285469,1.0,1.0
5.0,4.0,4.0,4.0,4.0,4.0,3.75,3.958333333,49.0,170.0,0.0,0.0,4.0,0.0,10.0,0.0,2.0,2.0,1.0,1.0,6.0,40.0,0.0,0.0,1.0,0.0,13.0,269.0,36.0,87.68571615,1.0,1.0
6.0,3.25,3.0,4.0,3.166666667,3.0,2.75,3.1944444439999997,3.0,170.0,7.0,23.0,6.0,4.0,10.0,0.0,0.0,0.0,1.0,1.0,3.0,31.0,1.0,0.0,1.0,0.0,18.0,428.0,38.0,88.01904917,1.0,1.0
7.0,2.5,2.5,2.0,1.8333333330000001,2.333333333,2.25,2.236111111,3.0,170.0,18.0,3.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,38.0,0.0,0.0,1.0,1.0,11.0,330.0,22.0,94.20952201,2.0,1.0
8.0,3.75,3.75,4.0,3.5,4.0,3.25,3.708333333,8.0,170.0,18.0,11.0,0.0,0.0,8.0,1.0,2.0,2.0,1.0,1.0,3.0,31.0,0.0,0.0,1.0,1.0,6.0,358.0,17.0,94.80000138,2.0,1.0
9.0,3.25,3.75,2.666666667,3.166666667,3.333333333,2.0,3.027777778,14.0,170.0,13.0,13.0,0.0,0.0,3.0,1.0,7.0,3.0,1.0,1.0,7.0,44.0,0.0,0.0,1.0,1.0,10.0,287.0,19.0,95.60952187,2.0,1.0
10.0,4.0,4.0,4.0,4.0,4.0,3.5,3.916666667,42.0,162.0,21.0,21.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,30.0,0.0,0.0,1.0,0.0,18.0,585.0,49.0,89.75238204,1.0,1.0
11.0,3.75,4.0,4.0,4.0,4.0,3.0,3.791666667,3.0,160.0,6.0,13.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,5.0,28.0,0.0,0.0,1.0,0.0,14.0,360.0,27.0,76.85238123,1.0,1.0
12.0,3.5,4.0,4.0,4.0,4.0,3.5,3.833333333,28.0,160.0,7.0,14.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,47.0,0.0,0.0,0.0,0.0,37.0,980.0,63.0,82.20952153,1.0,1.0
13.0,3.25,3.5,3.666666667,3.833333333,4.0,2.5,3.458333333,16.0,160.0,22.0,6.0,7.0,6.0,4.0,1.0,0.0,0.0,1.0,1.0,3.0,24.0,0.0,0.0,1.0,0.0,17.0,393.0,24.0,87.75237799,1.0,1.0
14.0,3.0,3.25,3.666666667,2.833333333,3.333333333,2.5,3.097222222,11.0,160.0,36.0,10.0,0.0,15.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,31.0,0.0,0.0,1.0,1.0,12.0,373.0,20.0,88.40952516,1.0,1.0
15.0,4.0,4.0,4.0,4.0,4.0,3.25,3.875,19.0,160.0,8.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,1.0,4.0,29.0,1.0,0.0,0.0,1.0,13.0,286.0,38.0,89.60952163,1.0,1.0
16.0,2.75,3.75,3.666666667,3.833333333,3.333333333,2.0,3.222222222,25.0,160.0,0.0,13.0,7.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,5.0,23.0,0.0,0.0,0.0,1.0,18.0,406.0,27.0,94.26666498,2.0,1.0
17.0,4.0,4.0,3.333333333,2.5,4.0,1.5,3.222222222,8.0,160.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,1.0,3.0,23.0,0.0,1.0,0.0,1.0,6.0,306.0,15.0,95.06666659999999,2.0,1.0
18.0,1.0,1.75,1.6666666669999999,1.6666666669999999,2.0,1.0,1.513888889,4.0,160.0,24.0,6.0,7.0,0.0,4.0,0.0,7.0,6.0,1.0,1.0,4.0,36.0,0.0,0.0,1.0,1.0,13.0,294.0,20.0,95.68571448,2.0,1.0
19.0,3.5,3.5,3.333333333,2.833333333,3.333333333,1.5,3.0,33.0,160.0,8.0,9.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,5.0,37.0,0.0,0.0,1.0,0.0,23.0,350.0,46.0,96.20000124,2.0,1.0
20.0,2.25,2.75,3.666666667,3.166666667,3.0,1.25,2.680555556,18.0,160.0,4.0,16.0,0.0,0.0,10.0,1.0,3.0,2.0,1.0,1.0,5.0,34.0,0.0,0.0,1.0,1.0,21.0,325.0,43.0,96.54285908,2.0,1.0
21.0,3.75,3.75,4.0,3.166666667,3.666666667,2.25,3.4305555560000003,30.0,160.0,4.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,1.0,3.0,26.0,0.0,1.0,0.0,1.0,20.0,396.0,48.0,97.39999771,2.0,1.0
22.0,2.75,3.0,3.666666667,2.666666667,2.666666667,1.0,2.625,24.0,160.0,12.0,24.0,0.0,6.0,8.0,0.0,1.0,1.0,1.0,1.0,3.0,35.0,0.0,0.0,1.0,1.0,21.0,388.0,43.0,97.94285893,2.0,1.0
23.0,4.0,4.0,4.0,4.0,4.0,0.75,3.458333333,13.0,160.0,23.0,12.0,5.0,10.0,5.0,1.0,10.0,10.0,1.0,1.0,4.0,46.0,0.0,0.0,0.0,1.0,18.0,310.0,37.0,98.60000014,2.0,1.0
24.0,3.25,3.75,4.0,3.666666667,4.0,2.0,3.4444444439999997,19.0,160.0,4.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,2.0,25.0,0.0,1.0,0.0,1.0,16.0,335.0,35.0,100.0,2.0,1.0
25.0,2.0,1.75,3.0,2.333333333,3.0,3.25,2.555555556,9.0,160.0,0.0,12.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,1.0,3.0,23.0,0.0,1.0,0.0,1.0,4.0,270.0,17.0,100.0,2.0,1.0
26.0,3.5,3.75,4.0,3.666666667,4.0,1.75,3.4444444439999997,28.0,150.0,9.0,3.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,1.0,3.0,24.0,0.0,1.0,0.0,0.0,12.0,193.0,33.0,61.14285588,1.0,1.0
27.0,1.0,1.75,2.333333333,1.5,3.666666667,2.0,2.041666667,0.0,150.0,0.0,16.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,0.0,1.0,0.0,8.0,151.0,16.0,62.00000048,1.0,1.0
28.0,2.0,2.25,3.0,2.333333333,3.0,1.75,2.388888889,25.0,150.0,8.0,6.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,3.0,20.0,0.0,1.0,0.0,0.0,26.0,216.0,37.0,62.94285655,1.0,1.0
29.0,3.0,3.25,3.666666667,3.666666667,3.333333333,2.5,3.236111111,13.0,150.0,7.0,0.0,10.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,3.0,49.0,0.0,0.0,1.0,0.0,14.0,265.0,23.0,76.39999986,1.0,1.0
30.0,2.75,3.5,2.666666667,3.333333333,4.0,3.0,3.208333333,3.0,150.0,4.0,7.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,23.0,0.0,1.0,0.0,0.0,7.0,156.0,14.0,82.08571672,1.0,1.0
31.0,3.0,3.25,3.666666667,3.333333333,3.0,3.5,3.291666667,37.0,150.0,4.0,4.0,0.0,5.0,6.0,1.0,0.0,0.0,1.0,1.0,4.0,24.0,0.0,0.0,0.0,1.0,19.0,332.0,33.0,87.75237799,1.0,1.0
32.0,2.75,2.75,3.666666667,2.833333333,2.0,3.0,2.833333333,6.0,150.0,9.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,21.0,0.0,1.0,0.0,0.0,11.0,208.0,14.0,88.27618957,1.0,1.0
33.0,3.5,3.5,4.0,3.333333333,3.333333333,2.75,3.402777778,5.0,150.0,0.0,18.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,38.0,0.0,0.0,1.0,1.0,12.0,252.0,16.0,90.35238028,2.0,1.0
34.0,4.0,4.0,4.0,4.0,4.0,3.0,3.833333333,0.0,150.0,7.0,0.0,0.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,4.0,24.0,1.0,0.0,1.0,0.0,6.0,217.0,8.0,90.80952406,2.0,1.0
35.0,2.25,2.25,2.666666667,3.0,2.333333333,2.75,2.541666667,14.0,150.0,19.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,4.0,28.0,0.0,0.0,1.0,1.0,5.0,400.0,22.0,91.08571409999999,2.0,1.0
